año,Variacion_Porcentual_IPC,salario mimino diario,salario minimo mensual,variacion porcentual_Salario,Compartido,Variacion_Porcentual_Kw/h,variacion_costo_vida,indicador_bienestar
2016.0,5.75,22981.83,689455,7.0,160.91206349206348,27.081513611805093,16.415756805902546,-9.415756805902546
2017.0,4.09,24590.57,737717,7.0,156.49993093922652,-2.74195262747009,0.6740236862649549,6.325976313735045
2018.0,3.18,26041.4,781242,5.9,448.9340422535211,186.85893952749112,95.01946976374556,-89.11946976374556
2019.0,3.8,27603.87,828116,6.0,169.0079661016949,-62.35349735267947,-29.276748676339736,35.276748676339736
2020.0,1.61,29260.1,877803,6.0,183.1865536723164,8.389301343399392,4.999650671699696,1.0003493283003042
2021.0,5.62,30284.2,908526,3.5,192.81259887005652,5.254777168284508,5.437388584142254,-1.937388584142254
